npz_dir,npz_filename,event_type,datetime,minX,minY,maxX,maxY
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020052517_Flash_Flood+Thunderstorm_Wind_1338_543_1407_596.npz,Flash_Flood+Thunderstorm_Wind,2020-05-25T17:00:00,1338,543,1407,596
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020052219_Hail_1223_370_1263_410.npz,Hail,2020-05-22T19:00:00,1223,370,1263,410
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041300_Flood_1319_493_1363_538.npz,Flood,2020-04-13T00:00:00,1319,493,1363,538
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032812_Flood+Hail+Thunderstorm_Wind_1248_582_1350_643.npz,Flood+Hail+Thunderstorm_Wind,2020-03-28T12:00:00,1248,582,1350,643
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032817_Flash_Flood+Flood+Hail+Thunderstorm_Wind_1243_592_1347_655.npz,Flash_Flood+Flood+Hail+Thunderstorm_Wind,2020-03-28T17:00:00,1243,592,1347,655
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032822_Thunderstorm_Wind_1237_535_1280_579.npz,Thunderstorm_Wind,2020-03-28T22:00:00,1237,535,1280,579
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030305_Flood_1256_581_1297_624.npz,Flood,2020-03-03T05:00:00,1256,581,1297,624
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020033114_Thunderstorm_Wind_1381_331_1438_397.npz,Thunderstorm_Wind,2020-03-31T14:00:00,1381,331,1438,397
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041319_Flood_1334_590_1375_632.npz,Flood,2020-04-13T19:00:00,1334,590,1375,632
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020050313_Hail+Thunderstorm_Wind_1113_395_1202_490.npz,Hail+Thunderstorm_Wind,2020-05-03T13:00:00,1113,395,1202,490
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040823_Heavy_Rain+Thunderstorm_Wind_1294_532_1348_592.npz,Heavy_Rain+Thunderstorm_Wind,2020-04-08T23:00:00,1294,532,1348,592
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040722_Hail_1359_677_1399_717.npz,Hail,2020-04-07T22:00:00,1359,677,1399,717
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020033114_Thunderstorm_Wind_1374_345_1416_389.npz,Thunderstorm_Wind,2020-03-31T14:00:00,1374,345,1416,389
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030318_Thunderstorm_Wind_1371_323_1413_366.npz,Thunderstorm_Wind,2020-03-03T18:00:00,1371,323,1413,366
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030218_Hail_1073_465_1132_534.npz,Hail,2020-03-02T18:00:00,1073,465,1132,534
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020012421_Flood_1778_0_1798_20.npz,Flood,2020-01-24T21:00:00,1778,0,1798,20
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030918_Debris_Flow+Flash_Flood+Heavy_Rain_1778_0_1798_20.npz,Debris_Flow+Flash_Flood+Heavy_Rain,2020-03-09T18:00:00,1778,0,1798,20
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020050417_Debris_Flow_1778_0_1798_20.npz,Debris_Flow,2020-05-04T17:00:00,1778,0,1798,20
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020052618_Flood_1778_0_1798_20.npz,Flood,2020-05-26T18:00:00,1778,0,1798,20
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042312_Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado_1338_261_1430_328.npz,Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado,2020-04-23T12:00:00,1338,261,1430,328
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020043002_Marine_Thunderstorm_Wind_1401_223_1445_295.npz,Marine_Thunderstorm_Wind,2020-04-30T02:00:00,1401,223,1445,295
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042008_Thunderstorm_Wind+Tornado_1380_196_1449_264.npz,Thunderstorm_Wind+Tornado,2020-04-20T08:00:00,1380,196,1449,264
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042308_Flash_Flood+Thunderstorm_Wind+Tornado_1247_202_1380_306.npz,Flash_Flood+Thunderstorm_Wind+Tornado,2020-04-23T08:00:00,1247,202,1380,306
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020051420_Flash_Flood+Hail+Thunderstorm_Wind+Tornado_1067_596_1137_674.npz,Flash_Flood+Hail+Thunderstorm_Wind+Tornado,2020-05-14T20:00:00,1067,596,1137,674
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041301_Thunderstorm_Wind+Tornado_1277_246_1377_341.npz,Thunderstorm_Wind+Tornado,2020-04-13T01:00:00,1277,246,1377,341
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041917_Hail+Thunderstorm_Wind+Tornado_1275_254_1377_340.npz,Hail+Thunderstorm_Wind+Tornado,2020-04-19T17:00:00,1275,254,1377,340
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041301_Thunderstorm_Wind_1238_210_1368_304.npz,Thunderstorm_Wind,2020-04-13T01:00:00,1238,210,1368,304
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042219_Flash_Flood+Flood+Hail+Lightning+Thunderstorm_Wind+Tornado_1074_244_1199_383.npz,Flash_Flood+Flood+Hail+Lightning+Thunderstorm_Wind+Tornado,2020-04-22T19:00:00,1074,244,1199,383
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040717_Hail_1104_639_1188_710.npz,Hail,2020-04-07T17:00:00,1104,639,1188,710
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041922_Thunderstorm_Wind+Tornado_1240_256_1310_320.npz,Thunderstorm_Wind+Tornado,2020-04-19T22:00:00,1240,256,1310,320
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042918_Tornado_1290_244_1334_289.npz,Tornado,2020-04-29T18:00:00,1290,244,1334,289
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040719_Flood+Hail_1157_634_1209_680.npz,Flood+Hail,2020-04-07T19:00:00,1157,634,1209,680
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042817_Marine_Thunderstorm_Wind_1153_651_1193_691.npz,Marine_Thunderstorm_Wind,2020-04-28T17:00:00,1153,651,1193,691
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042815_Hail_1112_633_1152_673.npz,Hail,2020-04-28T15:00:00,1112,633,1152,673
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042019_Marine_Thunderstorm_Wind_1153_651_1193_691.npz,Marine_Thunderstorm_Wind,2020-04-20T19:00:00,1153,651,1193,691
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040816_Thunderstorm_Wind_1131_603_1191_659.npz,Thunderstorm_Wind,2020-04-08T16:00:00,1131,603,1191,659
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030219_Hail_1111_515_1152_556.npz,Hail,2020-03-02T19:00:00,1111,515,1152,556
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032700_Hail_1028_523_1126_570.npz,Hail,2020-03-27T00:00:00,1028,523,1126,570
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020020604_Flash_Flood+Thunderstorm_Wind+Tornado_1262_286_1361_454.npz,Flash_Flood+Thunderstorm_Wind+Tornado,2020-02-06T04:00:00,1262,286,1361,454
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042806_Hail+Thunderstorm_Wind_943_238_1032_374.npz,Hail+Thunderstorm_Wind,2020-04-28T06:00:00,943,238,1032,374
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020020607_Flash_Flood+Flood+Thunderstorm_Wind+Tornado_1314_389_1418_473.npz,Flash_Flood+Flood+Thunderstorm_Wind+Tornado,2020-02-06T07:00:00,1314,389,1418,473
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020020609_Flash_Flood+Flood+Thunderstorm_Wind+Tornado_1304_410_1431_505.npz,Flash_Flood+Flood+Thunderstorm_Wind+Tornado,2020-02-06T09:00:00,1304,410,1431,505
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011122_Thunderstorm_Wind_1398_419_1501_533.npz,Thunderstorm_Wind,2020-01-11T22:00:00,1398,419,1501,533
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032812_Hail_1087_497_1130_540.npz,Hail,2020-03-28T12:00:00,1087,497,1130,540
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040820_Hail+Thunderstorm_Wind+Tornado_1245_540_1334_649.npz,Hail+Thunderstorm_Wind+Tornado,2020-04-08T20:00:00,1245,540,1334,649
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031410_Flash_Flood+Heavy_Rain_0_411_20_511.npz,Flash_Flood+Heavy_Rain,2020-03-14T10:00:00,0,411,20,511
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040800_Flood+Hail+Lightning+Thunderstorm_Wind_1243_558_1344_664.npz,Flood+Hail+Lightning+Thunderstorm_Wind,2020-04-08T00:00:00,1243,558,1344,664
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031208_Flash_Flood_402_356_460_413.npz,Flash_Flood,2020-03-12T08:00:00,402,356,460,413
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031815_Hail+Heavy_Rain+Thunderstorm_Wind_412_343_481_399.npz,Hail+Heavy_Rain+Thunderstorm_Wind,2020-03-18T15:00:00,412,343,481,399
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020022614_Marine_Thunderstorm_Wind_1373_96_1445_204.npz,Marine_Thunderstorm_Wind,2020-02-26T14:00:00,1373,96,1445,204
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031310_Funnel_Cloud+Hail_415_366_469_411.npz,Funnel_Cloud+Hail,2020-03-13T10:00:00,415,366,469,411
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031207_Flash_Flood+Flood+Heavy_Rain_312_348_394_410.npz,Flash_Flood+Flood+Heavy_Rain,2020-03-12T07:00:00,312,348,394,410
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020020620_Marine_High_Wind+Marine_Thunderstorm_Wind_1357_92_1429_244.npz,Marine_High_Wind+Marine_Thunderstorm_Wind,2020-02-06T20:00:00,1357,92,1429,244
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031221_Flood_384_370_439_420.npz,Flood,2020-03-12T21:00:00,384,370,439,420
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041307_Marine_Thunderstorm_Wind_1402_313_1490_400.npz,Marine_Thunderstorm_Wind,2020-04-13T07:00:00,1402,313,1490,400
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020020619_Thunderstorm_Wind_1341_201_1440_304.npz,Thunderstorm_Wind,2020-02-06T19:00:00,1341,201,1440,304
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020020619_Thunderstorm_Wind+Tornado_1344_255_1423_341.npz,Thunderstorm_Wind+Tornado,2020-02-06T19:00:00,1344,255,1423,341
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041211_Flash_Flood+Hail+Thunderstorm_Wind+Tornado_1085_246_1202_395.npz,Flash_Flood+Hail+Thunderstorm_Wind+Tornado,2020-04-12T11:00:00,1085,246,1202,395
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062116_Thunderstorm_Wind_668_559_757_641.npz,Thunderstorm_Wind,2020-06-21T16:00:00,668,559,757,641
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040819_Thunderstorm_Wind_1362_302_1407_349.npz,Thunderstorm_Wind,2020-04-08T19:00:00,1362,302,1407,349
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041912_Thunderstorm_Wind_1370_312_1413_356.npz,Thunderstorm_Wind,2020-04-19T12:00:00,1370,312,1413,356
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060516_Flash_Flood_1526_649_1577_701.npz,Flash_Flood,2020-06-05T16:00:00,1526,649,1577,701
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011103_Flash_Flood+Thunderstorm_Wind_1055_265_1120_355.npz,Flash_Flood+Thunderstorm_Wind,2020-01-11T03:00:00,1055,265,1120,355
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011103_Flash_Flood+Thunderstorm_Wind+Tornado_1075_245_1198_398.npz,Flash_Flood+Thunderstorm_Wind+Tornado,2020-01-11T03:00:00,1075,245,1198,398
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060420_Lightning+Thunderstorm_Wind_1490_598_1532_666.npz,Lightning+Thunderstorm_Wind,2020-06-04T20:00:00,1490,598,1532,666
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060421_Thunderstorm_Wind_1499_605_1537_672.npz,Thunderstorm_Wind,2020-06-04T21:00:00,1499,605,1537,672
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060421_Thunderstorm_Wind_1500_617_1560_686.npz,Thunderstorm_Wind,2020-06-04T21:00:00,1500,617,1560,686
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020020611_Flash_Flood+Hail+Thunderstorm_Wind+Tornado_1397_419_1513_530.npz,Flash_Flood+Hail+Thunderstorm_Wind+Tornado,2020-02-06T11:00:00,1397,419,1513,530
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060416_Thunderstorm_Wind_1479_629_1540_700.npz,Thunderstorm_Wind,2020-06-04T16:00:00,1479,629,1540,700
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011102_Thunderstorm_Wind+Tornado_1047_314_1120_372.npz,Thunderstorm_Wind+Tornado,2020-01-11T02:00:00,1047,314,1120,372
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060214_Flash_Flood_1260_223_1302_264.npz,Flash_Flood,2020-06-02T14:00:00,1260,223,1302,264
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020020513_Flash_Flood+Hail+Thunderstorm_Wind+Tornado_1091_245_1203_385.npz,Flash_Flood+Hail+Thunderstorm_Wind+Tornado,2020-02-05T13:00:00,1091,245,1203,385
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020020607_Flash_Flood+Flood_1307_382_1359_454.npz,Flash_Flood+Flood,2020-02-06T07:00:00,1307,382,1359,454
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062105_Hail_771_440_831_489.npz,Hail,2020-06-21T05:00:00,771,440,831,489
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062119_Hail_775_403_841_475.npz,Hail,2020-06-21T19:00:00,775,403,841,475
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020061918_Flash_Flood+Flood+Lightning+Thunderstorm_Wind_871_282_948_371.npz,Flash_Flood+Flood+Lightning+Thunderstorm_Wind,2020-06-19T18:00:00,871,282,948,371
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020061012_Hail+Thunderstorm_Wind_1199_603_1266_697.npz,Hail+Thunderstorm_Wind,2020-06-10T12:00:00,1199,603,1266,697
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062219_Thunderstorm_Wind_756_440_801_485.npz,Thunderstorm_Wind,2020-06-22T19:00:00,756,440,801,485
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030214_Flash_Flood+Heavy_Rain_0_399_20_480.npz,Flash_Flood+Heavy_Rain,2020-03-02T14:00:00,0,399,20,480
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031312_Flash_Flood+Heavy_Rain_408_356_471_406.npz,Flash_Flood+Heavy_Rain,2020-03-13T12:00:00,408,356,471,406
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031016_Flash_Flood_338_345_384_389.npz,Flash_Flood,2020-03-10T16:00:00,338,345,384,389
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020021307_Thunderstorm_Wind_1314_392_1383_456.npz,Thunderstorm_Wind,2020-02-13T07:00:00,1314,392,1383,456
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030223_Hail+Thunderstorm_Wind+Tornado_1163_433_1291_493.npz,Hail+Thunderstorm_Wind+Tornado,2020-03-02T23:00:00,1163,433,1291,493
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032001_Flash_Flood+Hail+Thunderstorm_Wind_1231_551_1277_617.npz,Flash_Flood+Hail+Thunderstorm_Wind,2020-03-20T01:00:00,1231,551,1277,617
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060302_Hail_668_764_720_814.npz,Hail,2020-06-03T02:00:00,668,764,720,814
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062417_Hail+Thunderstorm_Wind_551_780_617_865.npz,Hail+Thunderstorm_Wind,2020-06-24T17:00:00,551,780,617,865
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062113_Thunderstorm_Wind_1250_464_1321_537.npz,Thunderstorm_Wind,2020-06-21T13:00:00,1250,464,1321,537
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020020621_Marine_Thunderstorm_Wind_1362_181_1479_336.npz,Marine_Thunderstorm_Wind,2020-02-06T21:00:00,1362,181,1479,336
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060116_Tornado_1384_125_1425_166.npz,Tornado,2020-06-01T16:00:00,1384,125,1425,166
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020061117_Marine_Thunderstorm_Wind_1368_136_1418_191.npz,Marine_Thunderstorm_Wind,2020-06-11T17:00:00,1368,136,1418,191
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020061314_Flood_1385_95_1440_202.npz,Flood,2020-06-13T14:00:00,1385,95,1440,202
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020061316_Waterspout_1361_155_1405_201.npz,Waterspout,2020-06-13T16:00:00,1361,155,1405,201
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020061015_Thunderstorm_Wind_1251_500_1310_572.npz,Thunderstorm_Wind,2020-06-10T15:00:00,1251,500,1310,572
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020061419_Marine_Thunderstorm_Wind_1374_150_1418_195.npz,Marine_Thunderstorm_Wind,2020-06-14T19:00:00,1374,150,1418,195
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062618_Marine_Thunderstorm_Wind_1365_156_1406_197.npz,Marine_Thunderstorm_Wind,2020-06-26T18:00:00,1365,156,1406,197
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062618_Tornado_1381_129_1424_172.npz,Tornado,2020-06-26T18:00:00,1381,129,1424,172
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060409_Marine_Thunderstorm_Wind+Waterspout_1404_221_1448_281.npz,Marine_Thunderstorm_Wind+Waterspout,2020-06-04T09:00:00,1404,221,1448,281
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032815_Lightning+Tornado_1071_588_1132_674.npz,Lightning+Tornado,2020-03-28T15:00:00,1071,588,1132,674
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060523_Flash_Flood+Flood+Heavy_Rain+Thunderstorm_Wind+Tornado_1349_191_1427_299.npz,Flash_Flood+Flood+Heavy_Rain+Thunderstorm_Wind+Tornado,2020-06-05T23:00:00,1349,191,1427,299
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060211_Hail+Thunderstorm_Wind_930_697_1038_830.npz,Hail+Thunderstorm_Wind,2020-06-02T11:00:00,930,697,1038,830
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031923_Flash_Flood+Flood+Thunderstorm_Wind_1246_562_1350_644.npz,Flash_Flood+Flood+Thunderstorm_Wind,2020-03-19T23:00:00,1246,562,1350,644
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060621_Marine_Thunderstorm_Wind_1404_224_1450_271.npz,Marine_Thunderstorm_Wind,2020-06-06T21:00:00,1404,224,1450,271
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062717_Thunderstorm_Wind_1461_791_1512_840.npz,Thunderstorm_Wind,2020-06-27T17:00:00,1461,791,1512,840
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032814_Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado_1028_627_1113_709.npz,Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado,2020-03-28T14:00:00,1028,627,1113,709
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032702_Hail_1093_531_1133_571.npz,Hail,2020-03-27T02:00:00,1093,531,1133,571
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032718_Hail_1030_481_1116_573.npz,Hail,2020-03-27T18:00:00,1030,481,1116,573
