npz_dir,npz_filename,event_type,datetime,minX,minY,maxX,maxY,lat_min,lat_max,lon_min,lon_max,date,hrx_path,stem,prithvi_path,has_hrx,has_prithvi,split
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060315_Hail_758_571_813_625.npz,Hail,2020-06-03T15:00:00,758,571,813,625,39.52807235717773,41.01960372924805,257.45904541015625,259.4480895996094,2020-06-03 15:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020060315_Hail_758_571_813_625.npz,2020060315_Hail_758_571_813_625,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020060315_Hail_758_571_813_625_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060313_Hail_721_527_793_604.npz,Hail,2020-06-03T13:00:00,721,527,793,604,38.283203125,40.43363952636719,256.19293212890625,258.810302734375,2020-06-03 13:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020060313_Hail_721_527_793_604.npz,2020060313_Hail_721_527_793_604,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020060313_Hail_721_527_793_604_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062112_Flash_Flood+Hail+Tornado_770_510_854_599.npz,Flash_Flood+Hail+Tornado,2020-06-21T12:00:00,770,510,854,599,37.90100860595703,40.34739685058594,257.9328308105469,260.91973876953125,2020-06-21 12:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020062112_Flash_Flood+Hail+Tornado_770_510_854_599.npz,2020062112_Flash_Flood+Hail+Tornado_770_510_854_599,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020062112_Flash_Flood+Hail+Tornado_770_510_854_599_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060212_Thunderstorm_Wind+Tornado_715_526_791_596.npz,Thunderstorm_Wind+Tornado,2020-06-02T12:00:00,715,526,791,596,38.245338439941406,40.21586608886719,256.0011901855469,258.7429504394531,2020-06-02 12:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020060212_Thunderstorm_Wind+Tornado_715_526_791_596.npz,2020060212_Thunderstorm_Wind+Tornado_715_526_791_596,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020060212_Thunderstorm_Wind+Tornado_715_526_791_596_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060217_Hail+Thunderstorm_Wind_774_578_818_621.npz,Hail+Thunderstorm_Wind,2020-06-02T17:00:00,774,578,818,621,39.73851013183594,40.91627502441406,258.0363464355469,259.6153564453125,2020-06-02 17:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020060217_Hail+Thunderstorm_Wind_774_578_818_621.npz,2020060217_Hail+Thunderstorm_Wind_774_578_818_621,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020060217_Hail+Thunderstorm_Wind_774_578_818_621_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020060415_Tornado_753_569_798_613.npz,Tornado,2020-06-04T15:00:00,753,569,798,613,39.46684265136719,40.68153381347656,257.3050537109375,258.9261474609375,2020-06-04 15:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020060415_Tornado_753_569_798_613.npz,2020060415_Tornado_753_569_798_613,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020060415_Tornado_753_569_798_613_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020052517_Flash_Flood+Thunderstorm_Wind_1338_543_1407_596.npz,Flash_Flood+Thunderstorm_Wind,2020-05-25T17:00:00,1338,543,1407,596,37.58204650878906,39.28725051879883,277.5705871582031,280.1926574707031,2020-05-25 17:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020052517_Flash_Flood+Thunderstorm_Wind_1338_543_1407_596.npz,2020052517_Flash_Flood+Thunderstorm_Wind_1338_543_1407_596,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020052517_Flash_Flood+Thunderstorm_Wind_1338_543_1407_596_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020052219_Hail_1223_370_1263_410.npz,Hail,2020-05-22T19:00:00,1223,370,1263,410,33.58842086791992,34.75712966918945,272.98974609375,274.4024353027344,2020-05-22 19:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020052219_Hail_1223_370_1263_410.npz,2020052219_Hail_1223_370_1263_410,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020052219_Hail_1223_370_1263_410_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041300_Flood_1319_493_1363_538.npz,Flood,2020-04-13T00:00:00,1319,493,1363,538,36.46631622314453,37.82543563842773,276.66656494140625,278.3438720703125,2020-04-13 00:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020041300_Flood_1319_493_1363_538.npz,2020041300_Flood_1319_493_1363_538,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020041300_Flood_1319_493_1363_538_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032812_Flood+Hail+Thunderstorm_Wind_1248_582_1350_643.npz,Flood+Hail+Thunderstorm_Wind,2020-03-28T12:00:00,1248,582,1350,643,38.891727447509766,40.90616989135742,274.6961975097656,278.5274353027344,2020-03-28 12:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020032812_Flood+Hail+Thunderstorm_Wind_1248_582_1350_643.npz,2020032812_Flood+Hail+Thunderstorm_Wind_1248_582_1350_643,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020032812_Flood+Hail+Thunderstorm_Wind_1248_582_1350_643_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032817_Flash_Flood+Flood+Hail+Thunderstorm_Wind_1243_592_1347_655.npz,Flash_Flood+Flood+Hail+Thunderstorm_Wind,2020-03-28T17:00:00,1243,592,1347,655,39.17130661010742,41.24477005004883,274.5689697265625,278.4962463378906,2020-03-28 17:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020032817_Flash_Flood+Flood+Hail+Thunderstorm_Wind_1243_592_1347_655.npz,2020032817_Flash_Flood+Flood+Hail+Thunderstorm_Wind_1243_592_1347_655,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020032817_Flash_Flood+Flood+Hail+Thunderstorm_Wind_1243_592_1347_655_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032822_Thunderstorm_Wind_1237_535_1280_579.npz,Thunderstorm_Wind,2020-03-28T22:00:00,1237,535,1280,579,37.93229675292969,39.23423385620117,274.109619140625,275.7457275390625,2020-03-28 22:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020032822_Thunderstorm_Wind_1237_535_1280_579.npz,2020032822_Thunderstorm_Wind_1237_535_1280_579,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020032822_Thunderstorm_Wind_1237_535_1280_579_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030305_Flood_1256_581_1297_624.npz,Flood,2020-03-03T05:00:00,1256,581,1297,624,39.093360900878906,40.36933517456055,274.96783447265625,276.5677795410156,2020-03-03 05:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020030305_Flood_1256_581_1297_624.npz,2020030305_Flood_1256_581_1297_624,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020030305_Flood_1256_581_1297_624_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020033114_Thunderstorm_Wind_1381_331_1438_397.npz,Thunderstorm_Wind,2020-03-31T14:00:00,1381,331,1438,397,31.82157516479492,33.805152893066406,277.8195495605469,279.94793701171875,2020-03-31 14:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020033114_Thunderstorm_Wind_1381_331_1438_397.npz,2020033114_Thunderstorm_Wind_1381_331_1438_397,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020033114_Thunderstorm_Wind_1381_331_1438_397_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041319_Flood_1334_590_1375_632.npz,Flood,2020-04-13T19:00:00,1334,590,1375,632,38.98674392700195,40.26263427734375,277.6998596191406,279.3280334472656,2020-04-13 19:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020041319_Flood_1334_590_1375_632.npz,2020041319_Flood_1334_590_1375_632,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020041319_Flood_1334_590_1375_632_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020050313_Hail+Thunderstorm_Wind_1113_395_1202_490.npz,Hail+Thunderstorm_Wind,2020-05-03T13:00:00,1113,395,1202,490,34.448448181152344,37.19098281860352,269.505126953125,272.7087707519531,2020-05-03 13:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020050313_Hail+Thunderstorm_Wind_1113_395_1202_490.npz,2020050313_Hail+Thunderstorm_Wind_1113_395_1202_490,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020050313_Hail+Thunderstorm_Wind_1113_395_1202_490_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040823_Heavy_Rain+Thunderstorm_Wind_1294_532_1348_592.npz,Heavy_Rain+Thunderstorm_Wind,2020-04-08T23:00:00,1294,532,1348,592,37.57093048095703,39.3681640625,276.0273132324219,278.1515808105469,2020-04-08 23:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020040823_Heavy_Rain+Thunderstorm_Wind_1294_532_1348_592.npz,2020040823_Heavy_Rain+Thunderstorm_Wind_1294_532_1348_592,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020040823_Heavy_Rain+Thunderstorm_Wind_1294_532_1348_592_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040722_Hail_1359_677_1399_717.npz,Hail,2020-04-07T22:00:00,1359,677,1399,717,41.170989990234375,42.400203704833984,279.0987548828125,280.74737548828125,2020-04-07 22:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020040722_Hail_1359_677_1399_717.npz,2020040722_Hail_1359_677_1399_717,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020040722_Hail_1359_677_1399_717_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020033114_Thunderstorm_Wind_1374_345_1416_389.npz,Thunderstorm_Wind,2020-03-31T14:00:00,1374,345,1416,389,32.297576904296875,33.624732971191406,277.6737365722656,279.2035522460937,2020-03-31 14:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020033114_Thunderstorm_Wind_1374_345_1416_389.npz,2020033114_Thunderstorm_Wind_1374_345_1416_389,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020033114_Thunderstorm_Wind_1374_345_1416_389_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030318_Thunderstorm_Wind_1371_323_1413_366.npz,Thunderstorm_Wind,2020-03-03T18:00:00,1371,323,1413,366,31.731231689453125,33.028541564941406,277.4662475585937,278.9765930175781,2020-03-03 18:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020030318_Thunderstorm_Wind_1371_323_1413_366.npz,2020030318_Thunderstorm_Wind_1371_323_1413_366,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020030318_Thunderstorm_Wind_1371_323_1413_366_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030218_Hail_1073_465_1132_534.npz,Hail,2020-03-02T18:00:00,1073,465,1132,534,36.50632095336914,38.45243835449219,268.34393310546875,270.4833068847656,2020-03-02 18:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020030218_Hail_1073_465_1132_534.npz,2020030218_Hail_1073_465_1132_534,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020030218_Hail_1073_465_1132_534_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020012421_Flood_1778_0_1798_20.npz,Flood,2020-01-24T21:00:00,1778,0,1798,20,21.14753150939941,21.752992630004883,287.17608642578125,287.8266296386719,2020-01-24 21:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020012421_Flood_1778_0_1798_20.npz,2020012421_Flood_1778_0_1798_20,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020012421_Flood_1778_0_1798_20_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030918_Debris_Flow+Flash_Flood+Heavy_Rain_1778_0_1798_20.npz,Debris_Flow+Flash_Flood+Heavy_Rain,2020-03-09T18:00:00,1778,0,1798,20,21.14753150939941,21.752992630004883,287.17608642578125,287.8266296386719,2020-03-09 18:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020030918_Debris_Flow+Flash_Flood+Heavy_Rain_1778_0_1798_20.npz,2020030918_Debris_Flow+Flash_Flood+Heavy_Rain_1778_0_1798_20,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020030918_Debris_Flow+Flash_Flood+Heavy_Rain_1778_0_1798_20_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020050417_Debris_Flow_1778_0_1798_20.npz,Debris_Flow,2020-05-04T17:00:00,1778,0,1798,20,21.14753150939941,21.752992630004883,287.17608642578125,287.8266296386719,2020-05-04 17:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020050417_Debris_Flow_1778_0_1798_20.npz,2020050417_Debris_Flow_1778_0_1798_20,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020050417_Debris_Flow_1778_0_1798_20_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020052618_Flood_1778_0_1798_20.npz,Flood,2020-05-26T18:00:00,1778,0,1798,20,21.14753150939941,21.752992630004883,287.17608642578125,287.8266296386719,2020-05-26 18:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020052618_Flood_1778_0_1798_20.npz,2020052618_Flood_1778_0_1798_20,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020052618_Flood_1778_0_1798_20_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042312_Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado_1338_261_1430_328.npz,Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado,2020-04-23T12:00:00,1338,261,1430,328,30.018695831298828,32.1610107421875,276.146240234375,279.2905578613281,2020-04-23 12:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020042312_Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado_1338_261_1430_328.npz,2020042312_Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado_1338_261_1430_328,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020042312_Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado_1338_261_1430_328_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020043002_Marine_Thunderstorm_Wind_1401_223_1445_295.npz,Marine_Thunderstorm_Wind,2020-04-30T02:00:00,1401,223,1445,295,28.95053100585937,31.01732444763184,277.8753662109375,279.5634765625,2020-04-30 02:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020043002_Marine_Thunderstorm_Wind_1401_223_1445_295.npz,2020043002_Marine_Thunderstorm_Wind_1401_223_1445_295,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020043002_Marine_Thunderstorm_Wind_1401_223_1445_295_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042008_Thunderstorm_Wind+Tornado_1380_196_1449_264.npz,Thunderstorm_Wind+Tornado,2020-04-20T08:00:00,1380,196,1449,264,28.22511100769043,30.29318618774414,277.11279296875,279.508544921875,2020-04-20 08:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020042008_Thunderstorm_Wind+Tornado_1380_196_1449_264.npz,2020042008_Thunderstorm_Wind+Tornado_1380_196_1449_264,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020042008_Thunderstorm_Wind+Tornado_1380_196_1449_264_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042308_Flash_Flood+Thunderstorm_Wind+Tornado_1247_202_1380_306.npz,Flash_Flood+Thunderstorm_Wind+Tornado,2020-04-23T08:00:00,1247,202,1380,306,28.69222450256348,31.90641021728516,273.13427734375,277.6224975585937,2020-04-23 08:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020042308_Flash_Flood+Thunderstorm_Wind+Tornado_1247_202_1380_306.npz,2020042308_Flash_Flood+Thunderstorm_Wind+Tornado_1247_202_1380_306,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020042308_Flash_Flood+Thunderstorm_Wind+Tornado_1247_202_1380_306_prithvi.npz,True,True,train
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020051420_Flash_Flood+Hail+Thunderstorm_Wind+Tornado_1067_596_1137_674.npz,Flash_Flood+Hail+Thunderstorm_Wind+Tornado,2020-05-14T20:00:00,1067,596,1137,674,40.01458740234375,42.2292594909668,268.4259338378906,271.10400390625,2020-05-14 20:00:00,/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630/2020051420_Flash_Flood+Hail+Thunderstorm_Wind+Tornado_1067_596_1137_674.npz,2020051420_Flash_Flood+Hail+Thunderstorm_Wind+Tornado_1067_596_1137_674,/mnt/hum01-home01/ambs/j22132gk/scratch/prithvi_features/train/2020051420_Flash_Flood+Hail+Thunderstorm_Wind+Tornado_1067_596_1137_674_prithvi.npz,True,True,train
